Player,From,To,Years,G,PTS,TRB,AST,FG%,FG3%,FT%,eFG%,PER,WS,All Star,All NBA,All ABA,All Rookie,All Defensive,AST Champ,Scoring Champ,Most Improved,Sixth Man,DPOY,ROY,AS MVP,CF MVP,Finals MVP,MVP,Championships,NBA 75 Team,ABA All-Time Team,In_Hall_of_fame
Alex Scales,2006,2006,1,1,0.0,0.0,0.0,38.6,27.9,73.7,44.1,10.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
DeWayne Scales,1981,1984,4,49,4.6,2.9,0.2,41.7,16.7,62.8,41.9,10.9,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Danny Schayes,1982,1999,18,1138,7.7,5.0,1.1,48.1,13.3,80.6,48.1,13.4,48.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Steve Scheffler,1991,1997,7,174,1.9,1.0,0.1,55.8,20.0,75.9,56.0,13.5,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Tom Scheffler,1985,1985,1,39,1.3,1.9,0.3,41.2,14.2,50.0,41.2,6.9,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Luke Schenscher,2006,2007,2,31,1.8,1.7,0.3,46.9,14.2,45.0,46.9,6.9,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Dwayne Schintzius,1991,1999,9,217,2.7,2.5,0.4,40.4,12.5,63.8,40.5,9.4,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Russ Schoene,1983,1989,7,290,5.1,2.5,0.6,43.5,33.5,75.1,45.7,11.1,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Detlef Schrempf,1986,2001,16,1136,13.9,6.2,3.4,49.1,38.4,80.3,51.3,17.2,109.5,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.0
John Schweitz,1985,1987,3,22,2.6,1.0,0.8,33.3,0.0,70.0,33.3,4.2,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Alvin Scott,1978,1985,8,627,4.9,3.2,1.4,48.1,20.0,73.3,48.2,11.3,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Brent Scott,1997,1997,1,16,1.2,0.6,0.2,47.1,17.7,50.0,47.1,7.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Byron Scott,1984,1997,14,1073,14.1,2.8,2.5,48.2,37.0,83.3,51.4,15.5,75.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.0
Dennis Scott,1991,2000,10,629,12.9,2.8,2.1,41.7,39.7,79.3,50.2,13.4,33.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
James Scott,1997,1997,1,8,0.1,0.8,0.4,0.0,0.0,50.0,0.0,-4.1,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Shawnelle Scott,1997,2002,6,105,1.8,2.2,0.2,46.4,14.2,46.5,46.4,13.1,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Carey Scurry,1986,1988,3,180,4.7,2.9,1.1,48.0,25.0,66.6,48.6,14.1,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Shea Seals,1998,1998,1,4,1.0,1.0,0.0,12.5,0.0,50.0,12.5,4.9,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Malik Sealy,1993,2000,8,493,10.1,3.2,1.7,42.6,29.2,80.9,44.4,13.6,17.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Rony Seikaly,1989,1999,11,678,14.7,9.5,1.3,48.4,18.8,67.9,48.4,15.7,37.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
Josh Selby,2012,2013,2,38,2.2,0.5,0.9,33.0,14.3,72.0,34.6,2.7,-0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Brad Sellers,1987,1993,7,398,6.3,2.7,1.1,45.2,20.0,79.3,45.4,11.1,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Mouhamed Sene,2007,2009,3,47,2.2,1.6,0.0,42.7,17.7,58.9,42.7,13.5,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Ansu Sesay,2002,2005,4,127,3.2,1.8,0.5,43.4,27.6,64.0,44.5,11.1,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Ha Seung-Jin,2005,2006,2,46,1.5,1.5,0.1,51.9,14.2,50.0,51.9,5.4,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Tom Sewell,1985,1985,1,21,1.0,0.2,0.3,25.0,0.0,50.0,25.0,-2.7,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Charles Shackleford,1989,1999,11,303,5.4,4.8,0.6,48.3,0.0,65.4,48.3,13.1,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Mustafa Shakur,2011,2014,4,25,2.1,0.9,1.2,33.9,9.1,52.9,34.7,5.8,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
God Shammgod,1998,1998,1,20,3.1,0.4,1.8,32.8,0.0,76.7,32.8,9.2,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Walter Sharpe,2009,2009,1,8,1.0,0.4,0.0,36.4,0.0,0.0,36.4,4.8,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
John Shasky,1989,1991,3,136,3.8,2.8,0.3,46.6,0.0,65.5,46.6,11.8,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Brian Shaw,1989,2003,15,943,6.9,3.4,4.2,40.3,30.4,78.2,43.7,11.7,23.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.0
Casey Shaw,1999,1999,1,9,0.2,0.3,0.0,12.5,14.2,62.5,12.5,-14.9,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Craig Shelton,1981,1982,2,59,4.1,2.4,0.5,45.3,0.0,60.0,45.3,8.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Lonnie Shelton,1977,1986,10,673,12.0,6.1,2.2,49.2,9.7,73.8,49.2,14.2,37.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
Tornike Shengelia,2013,2014,2,45,1.3,0.9,0.4,45.1,12.5,50.0,46.1,5.7,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Jeff Sheppard,1999,1999,1,18,2.2,1.2,0.9,38.5,28.6,61.5,41.0,8.7,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Ed Sherod,1983,1983,1,64,6.2,2.3,4.9,40.6,7.7,65.0,40.7,11.4,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Paul Shirley,2003,2005,3,18,1.8,1.1,0.4,39.5,0.0,42.9,39.5,4.5,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Purvis Short,1979,1990,12,842,17.3,4.3,2.5,47.4,28.2,82.4,47.9,16.9,51.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Dexter Shouse,1990,1990,1,3,0.0,0.0,0.7,0.0,0.0,73.7,0.0,-6.8,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
John Shumate,1976,1981,6,318,12.3,7.5,1.8,51.6,0.0,72.0,51.6,15.9,24.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Alexey Shved,2013,2015,3,182,7.4,2.0,2.5,36.9,30.6,76.2,43.6,12.8,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Jerry Sichting,1981,1990,10,598,6.9,1.4,3.3,50.7,27.1,85.7,51.3,11.7,21.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
Jack Sikma,1978,1991,14,1107,15.6,9.8,3.2,46.4,32.8,84.9,47.1,17.3,112.5,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0
James Silas,1973,1982,10,685,16.1,3.0,3.8,49.5,0.0,85.5,49.5,17.0,60.3,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
Garret Siler,2011,2011,1,21,2.1,1.3,0.1,54.8,14.2,50.0,54.8,13.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Wayne Simien,2006,2007,2,51,3.3,1.9,0.2,46.9,23.4,85.4,46.9,10.5,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
Bobby Simmons,2002,2012,11,466,9.0,3.8,1.5,43.7,39.6,82.3,49.0,12.9,20.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
Cedric Simmons,2007,2009,3,75,2.2,1.9,0.2,40.9,23.4,39.0,40.9,7.3,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Lionel Simmons,1991,1997,7,454,12.8,6.2,3.3,43.3,30.5,77.1,43.7,14.7,16.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Miles Simon,1999,1999,1,5,0.4,0.4,0.0,20.0,0.0,73.7,20.0,-7.2,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Dickey Simpkins,1995,2002,8,327,4.2,3.6,0.9,44.0,22.2,61.8,44.1,9.5,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.0
Alvin Sims,1999,1999,1,4,2.8,1.0,1.3,40.0,100.0,40.0,45.0,10.9,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Courtney Sims,2008,2009,2,5,1.2,1.2,0.2,42.9,14.2,62.5,42.9,7.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Henry Sims,2013,2016,4,135,7.6,5.0,1.0,47.1,17.4,76.7,47.3,15.0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Sean Singletary,2009,2009,1,37,2.4,0.9,0.8,36.5,40.0,85.7,42.4,6.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Chris Singleton,2012,2014,3,148,4.1,3.2,0.6,37.6,31.9,63.3,42.3,8.2,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
James Singleton,2006,2012,7,243,3.9,3.7,0.4,46.2,29.2,83.3,48.5,14.0,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
McKinley Singleton,1987,1987,1,2,2.0,0.0,0.5,66.7,0.0,73.7,66.7,13.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Charlie Sitton,1985,1985,1,43,2.1,1.4,0.6,41.5,0.0,52.0,41.5,8.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Peyton Siva,2014,2014,1,24,2.3,0.6,1.4,31.6,28.0,73.3,37.7,5.7,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Scott Skiles,1987,1996,10,600,11.1,2.5,6.5,43.5,37.9,88.9,48.5,14.4,30.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
Brian Skinner,1999,2012,14,608,4.7,4.7,0.5,49.4,33.3,56.6,49.4,12.0,15.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Reggie Slater,1995,2003,9,259,5.6,3.0,0.6,48.4,0.0,62.9,48.4,13.7,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Jose Slaughter,1983,1983,1,63,3.6,1.1,0.8,37.4,22.0,64.4,39.3,10.5,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Tamar Slay,2003,2005,3,66,2.6,1.1,0.5,36.1,26.5,53.8,39.4,6.5,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Donald Sloan,2012,2016,5,218,5.5,2.1,3.0,40.9,31.0,75.4,45.4,11.9,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Uroš Slokar,2007,2007,1,20,1.9,0.7,0.1,53.8,50.0,69.2,55.8,13.9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Tom Sluby,1985,1985,1,31,2.4,0.4,0.5,51.7,0.0,61.9,51.7,12.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Keith Smart,1989,1989,1,2,1.0,0.5,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Charles Smith,1989,1997,9,564,14.4,5.8,1.4,47.5,19.4,77.4,47.7,15.7,40.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Charles Smith,1990,1996,7,73,2.5,1.0,1.6,43.3,0.0,67.5,43.3,11.9,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Charles Smith,1998,2006,9,142,5.1,1.4,0.9,40.9,28.8,60.6,45.9,11.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Chris Smith,1993,1995,3,224,5.1,1.3,2.8,43.5,36.6,71.3,46.6,10.7,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Chris Smith,2014,2014,1,2,0.0,0.0,0.0,38.6,27.9,73.7,44.1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Clinton Smith,1987,1991,5,46,2.9,1.3,1.1,43.0,0.0,71.4,43.0,11.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Craig Smith,2007,2012,6,403,7.6,3.9,0.8,55.3,3.7,66.1,55.3,16.2,16.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Derek Smith,1983,1991,9,408,12.8,3.2,2.1,49.9,29.4,75.3,50.4,15.1,18.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Donta Smith,2005,2006,2,61,2.7,1.1,0.8,42.1,30.8,65.0,45.0,11.1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Doug Smith,1992,1996,5,296,8.0,4.2,1.4,42.5,8.3,77.3,42.6,11.7,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Greg Smith,2012,2016,5,149,4.0,3.3,0.3,61.7,0.0,57.6,61.7,13.8,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Jabari Smith,2001,2005,5,108,3.0,1.6,0.6,41.3,12.5,69.0,41.4,9.7,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Jerry Smith,2012,2012,1,5,1.4,1.4,0.8,21.4,16.7,73.7,25.0,7.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Jim Smith,1982,1983,2,76,2.9,2.5,0.6,51.4,23.4,46.1,51.4,9.3,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Joe Smith,1996,2011,16,1030,10.9,6.4,1.0,45.5,23.8,79.0,45.6,15.4,60.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Keith Smith,1987,1987,1,42,3.3,0.8,1.0,38.0,33.3,75.0,39.0,6.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Kenny Smith,1988,1997,10,737,12.8,2.0,5.5,48.0,39.9,82.9,52.5,14.9,46.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0
LaBradford Smith,1992,1994,3,183,6.7,1.5,2.2,43.2,29.8,81.3,44.6,10.8,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Larry Smith,1981,1993,13,883,6.7,9.2,1.1,53.1,0.0,53.1,53.1,12.6,46.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Leon Smith,2002,2004,3,15,2.2,2.2,0.2,39.3,14.2,64.7,39.3,14.3,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Michael Smith,1990,1995,6,141,5.0,1.5,1.0,47.4,15.0,83.5,48.1,14.0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Michael Smith,1995,2001,7,449,5.6,7.1,1.5,53.8,14.3,52.9,53.8,13.9,23.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Mike Smith,2001,2001,1,17,3.0,1.3,0.6,32.2,16.7,62.5,34.7,8.1,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nolan Smith,2012,2013,2,84,3.3,1.0,1.2,37.1,26.0,71.4,40.3,7.5,-0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Otis Smith,1987,1992,6,375,10.5,3.8,1.8,45.5,25.1,76.2,46.2,15.7,12.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Phil Smith,1975,1983,9,659,15.1,3.0,3.9,47.6,25.3,77.9,47.7,15.8,41.1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
Randy Smith,1972,1983,12,976,16.7,3.7,4.6,47.0,15.5,78.1,47.0,16.5,60.1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0
Reggie Smith,1993,1994,2,66,1.5,1.8,0.1,39.4,0.0,40.4,39.4,9.1,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Robert Smith,1978,1985,8,229,5.0,1.3,1.8,43.5,23.8,87.7,44.1,11.0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Russ Smith,2015,2016,2,27,2.0,0.6,0.7,31.9,18.8,76.9,35.1,7.8,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Steve Smith,1992,2005,14,942,14.3,3.2,3.1,44.0,35.8,84.5,49.4,16.1,83.7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
Steven Smith,2007,2007,1,8,0.6,0.8,0.0,25.0,23.4,50.0,25.0,-1.8,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Stevin Smith,1997,1997,1,8,1.8,1.3,0.5,33.3,16.7,100.0,36.1,3.3,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Theron Smith,2004,2005,2,53,2.8,3.0,0.7,33.5,37.5,83.3,36.0,6.0,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Tony Smith,1991,2001,11,457,5.5,1.6,1.9,43.1,30.7,69.0,45.6,11.4,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Rik Smits,1989,2000,12,867,14.8,6.1,1.4,50.7,11.5,77.3,50.7,17.9,56.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Mike Smrek,1986,1992,7,194,2.9,2.2,0.3,43.1,0.0,61.7,43.1,7.4,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0
Eric Snow,1996,2008,13,846,6.8,2.5,5.0,42.4,20.8,76.3,43.0,12.2,43.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Kirk Snyder,2005,2008,4,211,6.3,2.3,1.1,43.8,32.7,69.9,47.9,12.4,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Ricky Sobers,1976,1986,11,821,13.3,2.6,4.3,45.9,29.1,84.3,46.6,13.9,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Will Solomon,2002,2009,8,115,5.1,1.1,2.0,37.8,29.8,69.2,44.3,10.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Darius Songaila,2004,2011,8,495,6.9,3.4,1.2,49.9,15.8,84.4,49.9,13.3,15.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
James Southerland,2014,2014,1,4,3.5,2.0,0.0,33.3,50.0,50.0,43.3,11.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Pape Sow,2005,2007,3,76,2.9,2.8,0.2,41.6,23.4,67.8,41.6,9.3,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Jim Spanarkel,1980,1984,5,259,9.7,2.5,2.2,47.0,25.0,85.5,47.3,16.0,12.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Vassilis Spanoulis,2007,2007,1,31,2.7,0.7,0.9,31.9,17.2,81.0,35.4,5.4,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Rory Sparrow,1981,1992,12,836,9.0,2.1,5.0,46.6,26.0,79.7,47.3,12.0,28.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Andre Spencer,1993,1994,2,48,7.2,3.2,1.0,44.5,0.0,73.3,44.5,14.1,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Elmore Spencer,1993,1997,5,157,5.9,3.5,0.7,51.6,0.0,58.0,51.6,9.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Felton Spencer,1991,2002,12,640,5.2,5.4,0.3,48.4,0.0,65.8,48.4,10.8,20.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Latrell Sprewell,1993,2005,13,913,18.3,4.1,4.0,42.5,33.7,80.4,46.4,15.1,56.3,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Larry Spriggs,1982,1986,5,169,5.2,2.3,1.3,51.7,0.0,75.2,51.7,11.3,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
Ryan Stack,1999,2000,2,43,2.3,1.8,0.2,35.2,0.0,78.7,35.2,7.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Jerry Stackhouse,1996,2013,18,970,16.9,3.2,3.3,40.9,30.9,82.2,44.6,16.5,52.4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Kevin Stacom,1975,1982,8,347,5.1,1.5,1.5,41.7,50.0,76.8,41.7,10.6,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
Terence Stansbury,1985,1987,3,192,6.3,1.4,2.0,44.4,22.4,77.9,45.5,9.9,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
John Starks,1989,2002,14,866,12.5,2.5,3.6,41.2,34.0,76.9,47.6,14.0,49.9,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
Matt Steigenga,1997,1997,1,2,1.5,1.5,1.0,25.0,0.0,50.0,25.0,7.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
Vladimir Stepania,1999,2004,6,270,4.1,4.4,0.3,42.5,13.3,53.6,42.6,12.8,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Everette Stephens,1989,1991,3,38,1.9,0.6,1.0,33.3,20.0,79.2,34.7,7.4,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Joe Stephens,1997,2000,4,22,3.2,2.0,0.5,35.7,19.0,70.0,38.1,11.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Alex Stepheson,2016,2016,1,8,2.8,3.5,0.3,33.3,23.4,33.3,33.3,14.8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Brook Steppe,1983,1989,7,238,5.4,1.4,1.2,46.9,31.0,82.0,47.4,12.5,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Barry Stevens,1993,1993,1,2,1.0,1.0,0.0,50.0,28.6,72.9,50.0,15.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
DeShawn Stevenson,2001,2013,13,824,7.2,2.2,1.6,40.6,34.0,69.8,45.6,9.9,12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
Kebu Stewart,1998,1998,1,15,2.7,2.1,0.1,46.2,23.4,64.0,46.2,14.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Larry Stewart,1992,1997,6,270,7.4,4.0,1.3,50.9,20.5,75.3,51.2,13.0,9.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Michael Stewart,1998,2005,8,286,2.2,3.2,0.3,44.2,14.2,52.2,44.2,10.2,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Greg Stiemsma,2012,2015,4,203,3.2,3.3,0.5,50.9,0.0,70.5,50.9,11.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Steve Stipanovich,1984,1988,5,403,13.2,7.8,2.3,48.4,17.9,79.6,48.6,15.1,30.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Bryant Stith,1993,2002,10,586,10.1,3.4,2.0,42.4,32.9,84.1,45.6,12.8,29.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Alex Stivrins,1986,1993,8,22,2.0,1.0,0.2,46.5,0.0,50.0,46.5,10.5,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
John Stockton,1985,2003,19,1504,13.1,2.7,10.5,51.5,38.4,82.6,54.6,21.8,207.7,10,11,0,0,5,9,0,0,0,0,0,1,0,0,0,0,1,0,1.0
Peja Stojaković,1999,2011,13,804,17.0,4.7,1.8,45.0,40.1,89.5,53.2,17.1,82.6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
Ed Stokes,1998,1998,1,4,0.8,1.0,0.3,33.3,14.2,50.0,33.3,6.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
